Name,Cmpd number ,HTP Rank,Viable?,inherent CD86,inherent CD40,inherent MHCII,Keep?,Mods only MFI of BV421 (CD86),Mods only  MFI of AF488 (CD40),Mods only MFI of PE (MHCII),Pam3 MFI of BV421 (CD86),Pam3 MFI of AF488 (CD40),Pam3 MFI of PE (MHCII),Pam2 MFI of BV421 (CD86),Pam2 MFI of AF488 (CD40),Pam2 MFI of PE (MHCII),LPS MFI of BV421 (CD86),LPS MFI of AF488 (CD40),LPS MFI of PE (MHCII),Fla MFI of BV421 (CD86),Fla MFI of AF488 (CD40),Fla MFI of PE (MHCII),R848 MFI of BV421 (CD86),R848 MFI of AF488 (CD40),R848 MFI of PE (MHCII),cGAMP MFI of BV421 (CD86),cGAMP MFI of AF488 (CD40),cGAMP MFI of PE (MHCII),Poly IC MFI of BV421 (CD86),Poly IC MFI of AF488 (CD40),Poly IC MFI of PE (MHCII),Modulator only abs,Modulator only lum,Mods alone IL-1b (pg/mL),Mods alone IL-12 (pg/mL),Mods alone IP-10 (pg/mL),Mods Alone CCl4 (pg/mL),Mods Alone TNF (pg/mL),Mods Alone IFN-B (pg/mL),LPS - IL-1B,LPS - IL-12,LPS - IP-10,LPS-CCl4,LPS-TNF,LPS-IFN-B,PAM3 - IL-1B,PAM3 - IL-12,PAM3 - IP-10,PAM3- CCL4 - FOLD COUNTS,PAM3 - TNF,PAM3 - IFN-B,cGAMP - IL-1B,cGAMP - IL-12,cGAMP - IP-10 - fold counts,cGAMP CCL4 - Fold Counts,cGAMP - TNF,cGAMP - IFN-B,Fla - IL-1B,Fla - IL-12,Fla - IP-10,Fla-CCL4,Fla - TNF,Fla - IFN-B,R848 - IL-1B,R848 - IL-12,R848 - IP-10,R848 CCL4,R848 - TNF,R848 - IFN-B,PAM2 - IL-1B,PAM2 - IL-12,PAM2 - IP-10,PAM2 CCL4,Pam2 TNF,Pam2 - IFN-B,Poly IC - IL-1B,Poly IC - IL-12,Poly IC - IP-10,Poly IC- CCL4,Poly IC - TNF,Poly IC - IFN-B
Glecaprevir,S5720,294,1,0,0,0,1,1.816112974,1.110387756,1.265358636,3.191231284,1.59749816,1.382117582,1.522865672,0.870690527,1.255377907,2.299735278,0.899981667,1.684477673,1.072559331,0.660591344,0.723829062,1.826559764,0.57369051,2.224663177,2.325229078,0.805837469,2.296185874,1.296937953,0.989972981,1.00217144,0.107,233,0,1.44668721,183.115517,1101.68325,0,0.00641264,0.34987913,0.25565,0.27290626,0.92429546,1.2766453,0.31006811,0.39767824,0.13964336,0.26825064,0.3703745,0.28673732,0,0.21585569,0.798,0.56541797,0.91836445,0.90771688,0.015871,0.64254513,0.29522512,0.46635343,0.77577958,0.60936028,0,0.27054621,0.30365414,0.91588244,0.78919613,0.079756579,0.191161897,0.46673585,0.22399809,0.62061967,0.80525767,0.30429134,,1.38883368,0.03253108,0,0.41654389,0.45419906,0
PD168393,S7039,295,1,0,1,1,0,1.442649599,1.415795786,1.590221936,2.024891023,2.297424577,1.661871502,1.122865672,1.046203619,1.559302326,1.955977954,1.199173969,2.327116436,0.615133103,0.810655621,0.944736505,1.412035757,0.969314025,1.697760233,1.24434942,0.461723091,1.866557006,1.520547945,1.923026118,1.770240926,0.105,296,2.42300535,1.53505573,45.4700995,2568.2623,0.72731738,0,2.09792572,0.90416,0.52233456,0.01033076,0.88018216,0.11810102,0.99720753,0.51532626,0.53717176,0.86836143,0.82945042,0,1.2709342,0.44537,1.10147215,1.14847594,1.18549729,0.18937995,1.14107047,0.6942997,0.45028482,0.91373488,0.48748888,0,0.49834944,0.39037675,0.8860908,0.79598906,0.513262075,0.12360027,1.11517518,0.62216277,1.03525368,1.28165453,0.70588523,,0.79403086,0.00583241,0.13188358,0.63206353,0.18929169,0
Motesanib (AMG-706),S5793,296,1,0,0,0,1,1.154526059,1.177088687,1.179800579,1.845978899,1.92803532,1.057958277,1.236298507,1.057392242,0.923546512,1.300663976,1.050579802,2.295278388,1.318765156,1.074189402,1.106735296,1.051884619,0.941922215,1.106667811,1.099205864,1.074390696,1.292587643,1.138597905,1.096607625,1.077448041,0.106,391,0.31316389,2.35189243,134.11638,4395.88943,0.09972429,0,0.88863881,0.20956,0.17355647,0.85881334,1.72926806,0.11242034,1.2111521,0.24626093,0.27735858,0.63159302,1.11204737,0.00839942,1.72362262,0.17465,0.67525314,1.04062699,0.22481173,0.83039869,1.7017063,0.69120637,0.68312705,0.96546445,0.09688538,0,0.30015804,0.04181174,0.75968572,0.44315388,0.348948368,0.094527595,5.14979104,0.96677384,1.05836003,1.52550278,0.91969857,,1.79387603,0,0.31222308,0.87798036,0.8362265,0
Trazodone,S5857,297,1,0,0,0,1,1.20532358,1.080463709,1.213251849,1.55562575,1.709345107,1.160090661,0.830089552,0.893674384,0.935755814,1.089962244,1.175026164,1.790277957,0.696983733,0.854963577,0.7928489,1.054280711,0.811113172,1.250493435,1.152351863,1.053055782,1.394983037,1.147058824,1.152086461,1.103505325,0.107,202,1.4519064,0.2227781,208.590211,8237.00602,0.94100774,0,0.94409431,0,0.00760355,1.94497697,0.7557191,0.07759133,0.62716421,0.00075425,0.00416922,0.30195365,0.70723824,0,7.9793868,0.0066,3.12551716,1.56455161,4.64837718,28.8739709,3.91433535,0,0,0.55627728,0.72630011,0,0.20016792,0.15060199,0.8114302,0.69717574,0.221152267,0,3.55765307,0.00823484,0.40918662,0.83639044,0.86294983,,1.36109993,0,0.62892921,1.48770307,2.11924892,0
Celiprolol hydrochloride,S5923,298,1,0,0,0,1,1.165498324,1.230312375,1.15535542,1.815654811,1.780279617,1.155095055,0.952835821,0.914905807,0.89127907,1.408445081,1.114506355,1.69623326,0.705157898,0.677817455,0.735039291,1.270113354,0.934517929,1.426585429,1.206597434,1.209334025,1.464685926,1.147663175,1.077154008,1.084892979,0.103,220,2.26700129,1.55666718,503.852497,1845.0882,0,0.16648333,0.12197304,0.08314,0.29507958,2.07511485,2.06344154,0.17099876,0.13714883,0.04757205,0.01825403,0.36235599,0.32722935,0,0.4053013,0.76265,0.73243803,1.04287994,2.35300742,0,0.54409999,0.18972455,0.24246959,0.69548048,0.75208134,0,0.00357847,0.006883,0.3294116,0.38464133,0.004814547,0,0.09352903,0.17772279,0.29211465,0.79402388,0.61536085,,0.58870292,0.52696223,1.23163617,0.73069217,0.0072837,0
Ethyl caffeate,S5640,299,1,0,0,0,1,0.918825561,0.995031694,1.212930203,1.104933982,1.188520971,1.28997641,0.727880597,0.622788393,1.203924419,0.835637721,0.826636468,1.332299875,0.443039699,0.624853592,0.824721118,0.859828587,0.302240504,1.162619068,0.893219304,0.358604341,1.18618279,1.095084609,0.998619033,1.036914487,0.106,527,0.00417405,6.29258061,574.128641,5941.87373,0,0,1.9595069,0.67975,0.51959939,0.88562147,0.64683098,0.19980875,2.20310326,0.15687437,0.21044417,0.32861904,0.15086904,0,5.29432068,0.65769,4.54124636,1.65024507,0.68743106,64.2366261,5.07204912,0.20253932,0.74426437,0.73323013,0.68312478,0,0.00252954,0.00071461,0.29716238,0.0115435,0.001638479,0,13.7715355,1.80950067,9.77458777,1.92369456,0.5001632,500,1.25205114,0,0.41362513,0.74408814,1.37644468,0
Dolasetron Mesylate,S5679,300,1,0,0,1,0,1.304480341,1.49483182,1.966870376,1.316065449,1.672259014,1.882788288,0.97838806,0.787112864,1.815261628,0.804652172,0.959599691,1.876975412,0.568158906,1.045222111,1.198835015,0.868122754,0.309563869,1.590663348,1.054489921,0.603422476,1.336074843,1.283037873,1.213329331,1.281356633,0.121,164,3.31299711,0.3420062,213.684476,1094.67262,0.36902495,0,0.07280738,0,0.02846692,1.54812296,0.11760386,0,0,0,0,0.13977839,0.00844657,0,1.16183432,0,0.00910844,0.23623781,0,0,0,0,0,0.07655264,0.55614384,0,0.00093528,0.000080981,0.09269477,0.00386474,0.001862499,0,0.03046793,0.00578832,0.00085219,0.67755408,0.03247772,,0.7030301,0,0,0.48563045,0.79878295,0
"Binimetinib (MEK162, ARRY-162, ARRY-438162)",S7007,301,0,0,0,0,0,0.924108504,0.729598538,1.062721132,0.817613242,0.267844003,1.12123595,0.610626866,0.142351633,1.091860465,0.673905307,0.581651478,1.0354713,0.289801368,0.20517069,0.63348781,1.094645655,0.151929464,1.482536686,1.046059866,0.232372768,1.241698365,1.36825141,1.075712999,0.85699514,0.103,302,3.19972527,4.21887563,223.944201,13702.0396,3.47099188,0,1.86191738,3.41713,0.30862271,2.12056654,5.2154582,0.25575303,1.27378071,0.5795919,0.03104792,0.48382255,0.90164935,0,5.31001096,0.28185,4.87752915,2.42906432,5.10227552,43.1633374,3.69088561,0.36831458,0.05902123,0.77675137,1.44759279,0,0.15779105,0.09460682,0.86737902,0.0908704,0.194956215,0,4.39166965,1.89652387,0.31164792,1.24885837,2.40825516,,0.86346694,0,1.0891496,4.51968734,1.83145109,0
VS-5584 (SB2343),S7016,302,1,0,0,1,0,1.814893833,1.473131175,1.469926021,1.889948828,1.325533481,1.367685832,1.98280597,0.885990631,1.32252907,1.119975698,0.504198146,0.964447961,0.860902973,0.692129696,0.831754987,2.259699567,0.7442723,2.110701107,1.289431888,0.461456404,1.213015318,1.417203868,1.322125488,1.268948402,0.101,220,1.73591911,6.86442241,1134.5816,9342.0642,1.3889907,0,2.74286777,17.8249,0.93021138,0.01117488,3.28376131,0.1610757,0.57857847,3.32572446,0.03485368,0.86351232,0.86377662,0,3.60421861,1.56035,4.41617682,1.60042122,1.72202436,0.2922344,4.37383534,33.0573489,0.49883337,1.38617658,0.00250808,0,0.09514697,0.10852292,0.89783196,0.78237243,0.142480366,0.21574666,6.65247617,46.6230824,0.76638413,1.94666895,1.61978953,,0.89439836,0.40985126,2.37494045,1.83593969,1.53634528,0
Oxantel Pamoate,S5722,303,0,0,0,0,0,0.833688916,0.993432699,1.176262464,0.866510835,0.583075791,1.28775614,0.498626866,0.297374718,1.06002907,1.457900447,0.607502655,1.016368471,0.249475491,0.231138409,0.538310772,0.487144042,0.12146265,0.743842787,0.714722053,0.198236906,0.841677804,1.003223207,0.806964875,1.089442664,0.106,125,0,0.5351229,173.455405,2638.69685,3.62951328,0,0.66654631,0.46781,0.02158939,0.80362532,0.32192771,0.27021652,1.09424602,0.11360024,0.00914522,0.30410422,0.20383549,0,1.23036537,0.06641,3.71197984,1.4672835,1.12103695,54.7765853,1.71725694,0.10581724,0.16184967,0.68670595,0.89038606,0,0.00620686,0.00070402,0.36089842,0,0.003122495,0,0.34236689,0.04932697,0.08311798,0.69609656,0.17281876,,1.20956526,0,0.39861969,1.04589152,0.38912384,0
GSK2334470,S7087,304,1,0,1,1,0,1.468048359,1.838387299,1.48633001,1.188704277,1.078440029,1.381007447,0.756537313,0.715937047,1.305959302,0.747541553,0.455501743,1.063880636,0.531429661,0.614055135,0.900335208,1.13316745,0.612330361,1.552904831,1.391325596,0.991095637,1.804564614,1.300564061,1.950405284,1.306586703,0.114,262,5.72319284,16.0664886,6180.16717,21114.0992,1.78985909,0,5.44796373,5.48648,19687.2852,0.02722484,4.25876515,2.00748277,2.54270219,2.59817835,4.27367511,0.81343146,0.84867417,5.98574246,12.3330883,8.48524,5.01641648,4.88820923,9.57362456,388.084824,8.65899554,8.30230417,1809.14289,2.14893938,4.53652846,0,0.03871387,0.01266455,0.59668159,0.11370617,0.012111641,0,36.2123761,129.227978,746.090093,2.08073533,7.30624636,500,2.05143947,0.00640669,7.88821442,7.23875099,1.4205455,0
UF010,S5810,305,0,0,0,0,0,1.875444478,1.947347382,0.99388871,2.182955335,2.507284768,1.122346084,1.235820896,1.292218515,0.929651163,1.764596624,1.006893317,1.23678573,0.733821967,0.778517355,0.680087191,1.923140724,1.432830386,0.958036557,1.461698228,0.707252389,1.170144957,1.556809025,1.552686881,1.174232241,0.11,79,6.4078448,1.90395805,244.009202,1926.76948,0,0,3.59035638,0.25876,0.23336355,1.4668096,3.91002916,0.21244322,0.74330065,0.26847596,2.54914989,0.91070287,2.00842082,0.41754922,1.08076263,0.80728,3.18491354,1.25664351,1.19914444,5.2561629,1.01342033,0.90292145,0.80500645,0.9708829,1.36777977,0,0.11029193,0.05209945,0.82615277,0.62494267,0.30158948,0,1.23910219,0.56331898,1.48911135,1.68401584,1.07075391,,3.54852046,0,0.58495484,1.01885306,0.05525039,0
JANEX-1,S5903,306,1,0,0,0,1,1.345118358,1.102392782,1.260855581,1.387327058,1.045621781,1.045746797,1.66758209,0.771947562,1.169912791,1.792787397,1.113704768,1.360709211,0.524672352,0.509412941,0.60733061,1.526863884,0.474562099,1.395692096,1.752718387,0.573375806,1.217950036,1.310233683,1.321404983,1.032364802,0.104,99,0,0.86307259,174.173639,1909.67443,0.64986897,0,0.04111688,0.04396,0.02644996,1.48687831,0.84555757,0.23041493,0.3442971,0.01617366,0.05205918,0.28538485,0.62298882,0,1.48687831,1.17798,0.27464985,1.13104668,1.1314124,0,0.71054969,0.17813443,0,0.6658502,0.72593397,2.77073829,0.45130238,0.19893357,0.88629719,0.76078072,0.259266647,0.356720254,0.77349125,0.26245268,0.58171819,0.98971479,1.3741983,,0.25232715,0.0614978,0,0.77882627,0.84449019,0
CFTRinh-172,S7139,307,1,0,0,0,1,1.30143249,1.251327737,1.111933097,1.486259397,1.141280353,1.018548499,1.039283582,0.608229704,1.034302326,1.055817385,0.585859809,0.798400293,0.753004005,0.478645908,0.70624439,1.230854299,0.596024748,1.059298035,1.106902871,0.619957034,0.843219903,1.197824335,1.274572201,1.022851825,0.102,131,0,0.62823917,109.362467,4262.27049,0,0,0.85393234,0,0.00456425,5.10026642,1.2836679,0.11241219,0.52264008,0.000024793,0.00160176,0.27037975,0.87987845,0,5.10026642,0,0.13872454,1.23590809,2.71111663,7.97396277,9.44914301,0,0,0.81261388,0.32787843,0,0.14798869,0.00019245,0.48339284,0,0.176075007,0,1.85834342,0,0.02899438,0.72562887,0.62535376,,2.04672352,0,0.95135896,1.19027235,0.78641385,0
Chlorpromazine,S5749,308,1,0,0,0,1,1.18012801,1.150591057,1.115149566,1.318339756,1.303016924,1.138998104,0.903164179,0.786101843,1.049563953,0.977077637,0.669725836,0.856198596,0.561728563,0.506499072,0.668876962,1.132614506,0.923067586,1.077490775,1.027000611,0.898466553,0.910147013,1.203867849,1.263764635,1.033192017,0.098,252,0,0,100.976343,4513.57869,0.52404055,0,2.97579742,0,0.06017091,10.2407302,7.22727933,0.11100482,0.95533111,0.00014996,0.00599319,0.74775866,1.14869202,0,10.2407302,0,0.16059177,2.4507871,7.79605051,0.12989252,9.83205565,0,0.03435161,1.80436125,0.24078785,0,0.32895325,0.00120382,0.86205638,0.02582852,0.179662888,0,14.0074218,0.00492175,0.15685078,2.24288463,4.47570654,,1.57250691,0,1.37669734,3.37613784,1.78791728,0
UNC1215,S7088,309,1,0,0,0,1,1.024890785,1.058534635,0.931810872,0.996146314,0.683590876,0.981914057,0.775164179,0.491355778,1.043459302,0.927014712,0.716618669,1.204457865,0.331108144,0.275532067,0.555016211,1.310662612,0.405334053,1.36205269,1.224557117,0.431587525,1.107227305,1.026188558,0.930891624,0.969496433,0.101,407,0.85222268,5.00803733,308.134695,3450.89526,1.23445303,0,0.69714336,1.26603,2.43771638,4.55830653,1.01156175,0.5362841,0.89441611,0.78103717,1.47166633,0.81620689,0.84507493,0.06688192,4.55830653,2.4833,4.20094235,1.4251788,2.52869579,4.9736993,1.66650476,1.39665657,1.41088548,0.94170501,1.17686814,0,0.95999309,48253.8442,0.81465649,0.84350169,0.3252169,0.051093051,1.31655493,1.71654198,1.98992683,1.34826403,0.9082332,,1.53859742,0.41897652,0.54247872,1.00059835,0.25361958,0
AK 7,S5914,310,1,0,0,0,1,1.168749365,1.094854663,1.176262464,0.971128941,0.707873436,1.141218373,0.752955224,0.670778148,0.962354651,0.766254394,0.417326168,1.20641713,0.442058799,0.465190687,0.66096386,1.037508064,0.631630055,1.49866987,1.083445327,0.890377065,1.227819472,1.125906527,1.13047133,1.068348671,0.095,113,2.98319239,2.02028741,67.0342865,1136.62329,0.92412824,0.06203001,0,0.33226,1.75989592,0.2772118,0,0.44980905,0.05027543,0.03567266,0.67017378,0.26060319,0.02850741,0,0.2772118,1.05008,0.42728908,0.68035253,0.43164132,0,0.2401463,0.31654153,0.83169733,0.64594989,0.48269064,0,0.03810085,0.59000802,0.88774213,0.85070579,0.040005417,0,0.08317749,0.26301575,1.02483115,0.6982507,0.02026447,,1.07150385,0.02355644,0.64786876,0.58595962,0.95256123,0
Apilimod,S6414,311,0,0,0,0,0,1.464594128,1.76734624,0.977163075,1.381641291,1.753642384,1.201165641,1.052179104,1.048023456,1.046075581,1.381590939,0.922826893,1.185355036,0.67540394,0.96963291,0.627772791,1.596903511,1.37133031,1.096713293,1.400122175,1.903429884,1.159658682,1.479452055,1.456139298,1.248681625,0.142,378,0,2.20810764,72.8787833,2000.40779,0.62545418,0.00890628,0.22526893,0.7089,0.01564059,0.2823117,0.85182545,0.1654901,0.66071217,0.79975941,0.01150814,0.78244787,0.751657,0,0.2823117,0.72733,0.05567551,0.96556785,0.78278244,0.0050736,0.57626302,0.99751276,0,0.94963919,0.22570151,0.6716785,0.19987294,17.944802,0.90515483,0,0.221819326,1.450992757,0.92601238,0.93034241,0.07105261,1.08882844,0.84431442,,2.09917239,0.55198425,0,1.13509962,1.15165994,0
Stattic,S7024,312,1,0,0,0,1,1.411764706,1.193307064,1.111289804,1.136016173,0.734069169,1.035200518,0.96238806,0.754962424,0.962354651,1.735555266,1.008696887,1.50128644,0.631917386,0.578403085,0.684922975,1.582895586,0.790356896,1.418003947,1.259376909,0.906556041,0.910763853,1.262489927,1.152806965,1.051390756,0.108,257,0,0.75736161,120.050728,1190.9788,1.30141548,0.32660375,0,0,0,0.82863843,1.3885027,0.66766018,0.00924259,0.00392682,0.0058902,0.23283522,0.03705342,0,2.49442767,0,0.04087488,0.22686222,0,0,0.04846127,0,0.16306191,0.07011811,0.44391589,0,0.00126867,0.00017146,0.23651361,0.00023551,0.003086539,0,0.06778289,0.06462953,0.18867761,0.5822024,0.07683568,,1.31505783,0.03628199,0.51030641,0.53192083,1.36193097,0
XL019,S7036,313,1,0,0,0,1,1.288834705,1.275769516,1.148922483,1.075367995,0.963355408,0.990795134,0.946865672,1.006369427,0.897383721,1.381590939,1.040259371,1.398914869,0.564780251,0.619797172,0.615023904,1.650170491,0.834378003,1.793529563,1.297128894,1.182576487,0.996196155,1.307816277,1.281777244,1.030710371,0.109,226,0,9.75633273,38.258184,1709.43979,0.70086254,0,0.57081089,1.1985,0.10771594,0.86937744,1.32150933,0.02135208,0.34402968,0.07485994,0.01461555,0.24776332,0.35227284,0,2.10739604,1.15131,4.95127215,2.31773185,2.32560414,159.087912,0.68198925,0.27047019,0.04992198,0.44138493,0.79440473,0,0.167926,0.0614237,0.88223991,0.48044805,0.040875342,0,0.42452015,0.30802117,0.22582873,0.6513859,0.51459159,,0.62750225,0.21630611,0.83544373,0.64479579,0.69312888,0
Brefeldin A ,S7046,314,1,0,0,0,1,1.68586813,1.352521272,1.381473142,1.429780782,0.779396615,1.218927795,1.130268657,0.720250733,1.105377907,1.390096776,0.874330887,1.232867201,0.612844337,0.496729039,0.724048871,2.589807391,0.769802923,1.44889728,1.084544899,0.631780132,0.860491416,1.287872683,0.96835785,1.211870541,0.103,159,46.3525081,2.53833525,711.583355,14748000000,10.5539868,0.01717523,10.2573512,0,0.06765363,0.92238891,7.09376434,0.1907281,2.60378825,0.00092105,0.01620299,0.70787854,1.10403317,0.17271612,63.599653,0.60489,3.07567249,4.46472873,31.622284,8.93157931,37.4144231,0.14958821,1.29834629,2.00629164,0.62601233,0.89678939,0.33784624,0.00056576,0.80635734,0,0.132019754,0,42.5565005,0.28931023,3.55470641,2.01239448,14.7740771,500,4.57912946,0.317066,0,12.0888048,5.56109812,0
LY2090314,S7063,315,1,0,0,0,1,1.217514985,1.419679059,1.330009649,1.126918946,1.567181751,1.057958277,1.104238806,1.137330233,1.063953488,1.452918457,1.076731574,1.531165224,0.598893763,0.742865305,0.736358141,1.050594415,0.914044878,1.059641294,1.10946854,1.46748648,0.941605839,1.216559226,1.192434704,1.103505325,0.098,362,6.13259196,4.18381404,318.747753,10065.8395,0.77620098,0,3.47819093,4.75729,0.16305306,0.78653771,2.77277946,0.02557279,1.75664253,0.2525757,0.02342143,0.37862955,0.19551775,0,11.2956767,0.12558,5.0036,3.83027642,1.18504309,17.6775171,5.22076454,0.15345254,0,0.62735904,1.03852522,0,0.39051894,0.01714773,0.65494371,0.06004884,0.014970533,0,3.0682395,0.88694548,0.27166997,0.91747947,0.39365926,,0.76120248,0.02250907,1.31852054,3.03457894,1.30975397,0
AS-8351,S5772,316,0,0,0,0,0,1.120796505,0.726857404,1.140238019,1.588603197,0.447240618,1.857255192,0.807402985,0.150979004,1.185610465,0.76722649,0.467224951,0.954651638,0.470177924,0.198571633,0.664260986,1.735323933,0.213631842,1.823736377,1.094807575,0.208904363,1.010691889,1.420829976,1.088682077,1.173818633,0.157,118,3.01013664,4.1502829,98.785661,3344.3251,0,0,0.43036682,0.0363,0.01903316,0.67799041,1.27572737,0.43916821,0.33857583,0.03234911,0.06915551,0.2702324,0.5783576,0.27827093,0.7693364,1.42485,0.52469046,1.22515309,2.26834333,0.51854696,0.69816484,0.37806428,0.48625238,0.69486582,1.26157873,0.87536872,0.01529508,0.03092248,0.56325673,0.35386734,0.110516174,0.041855976,2.54174272,1.05557118,0.60932802,1.13431095,2.01588886,500,1.70199118,0,0.16832969,1.35046777,0.78011931,0
HSP990 (NVP-HSP990),S7097,317,0,0,0,0,0,0.982220868,1.235566216,1.135091669,1.383157496,1.277115526,1.807854202,0.661014925,0.472483402,1.019040698,0.751065399,0.331155579,0.995306377,0.359336258,0.573432367,0.688879527,0.740945535,0.317575063,0.773019823,0.864630422,0.32740203,0.925876426,1.028605963,1.013749625,0.979423017,0.096,155,2.29794017,5.51702204,689.612487,8176.32993,0.70763715,0,0.67524536,1.83527,0.27472672,0.67025198,0.66131046,0.22366211,1.08812239,0.28740824,0.40504512,0.35500843,0.17755746,0,4.28298762,2.60669,1.77001413,1.50428477,1.02578727,0.20718499,2.47493597,2.43786503,3.49889774,0.91874288,0.03192972,0,0.05346226,0.08094158,0.84981234,0.6437107,0.011320211,0,2.03080274,3.30249758,7.26252616,1.3417901,0.48769159,500,0.37111395,1.97429314,1.00098759,2.90143669,0.75319329,0
Go6976,S7119,318,1,0,0,0,1,1.452809103,1.375135629,1.432293342,1.360414429,1.255334805,1.230029141,0.783522388,0.864287399,0.959302326,0.81072777,0.550890582,0.872852345,0.874853546,0.859162977,0.922975473,1.219611096,0.771016741,1.41663091,1.182040318,1.3669457,0.986326719,1.507252216,1.584389072,1.208561679,0.097,231,0,0.7576982,76.3799594,1093.0508,0.06729008,0,0.47483908,0.50666,0.1066444,2.90571879,1.38709149,0.2903409,0.43235388,0.25943279,0.06047094,0.90470829,0.51356254,0,1.26607133,0.83684,0.14157683,0.94339749,0.71054567,0.00788913,0.45911087,0.48493555,0.23824878,0.87143602,0.26577606,0,0.96688461,0.1884383,0.9092753,0.67940899,0.145777057,0,0.59833706,0.36953454,0.61985491,1.2940894,0.44711124,,1.10916923,0.91988099,0.05131566,0.60081267,0.7068033,0
TIC10 Analogue,S7127,319,1,0,0,0,1,1.056994819,0.763862715,0.977806369,0.966201276,0.788962472,1.131227161,0.695641791,0.573922421,1.002034884,0.907208263,0.773831932,1.031552771,0.370889077,0.408370233,0.618101222,1.352686388,1.255329838,2.322148803,1.051557728,0.264375139,0.889174463,0.99536664,0.76301411,0.81935684,0.1,196,0.56404515,0.53837962,0,10811.7562,1.80044053,0.0006653,0.23252675,0.16454,0.61878596,0.63532426,1.32871309,0.19489463,0.55913481,0.11029415,0.36387523,0.61950626,0.53296892,0,2.46790922,0.58189,0.67584102,1.33992344,1.01523857,0.59512817,1.1208161,0.37928881,0.2789467,0.78784535,0.66520478,0,0.04435205,0.07797589,0.89946442,0.59295364,0.123643598,0,1.02989924,0.33300158,0.51475135,1.21039158,1.06511608,,4.10571159,0.05850599,0.38873063,3.23884377,0.51257568,0
Suberohydroxamic acid,S5905,320,1,0,0,0,1,1.160418572,1.019245046,1.183660341,1.327436983,1.192641648,1.253897035,0.796895522,0.664375021,1.071802326,0.79395912,0.701188121,0.921344142,0.507670091,0.554149407,0.678328723,1.056676804,0.589348753,1.404273578,0.93463653,0.35842655,0.942531099,1.092667204,0.893425398,1.006721125,0.1,282,0,1.16701254,267.424859,1578.52533,0.97644952,0,0.54346198,0.29482,0.22993244,0.96252936,0.4792951,0.11658024,0.72903388,0.21266351,0.20565012,1.00004463,0.69841846,0,1.19622439,0.36969,0.85452097,1.11211967,0.42411016,0.25337912,0.25498373,0.41725232,0.41563928,0.856503,0.80971012,0,0.41992201,0.17115635,0.91675915,0.46911028,0.107079182,0,0.82317575,0.33641847,0.90743972,1.80961921,0.87998023,,0.22142715,0.02513833,0.10607815,0.49829392,0.17418552,0
LDN-57444,S7135,321,1,0,0,0,1,1.020826984,0.930158186,1.023158572,1.570787795,1.5598234,1.134002498,0.66841791,0.471674586,0.906976744,0.845601701,0.78555514,0.882158851,0.400643034,0.312298243,0.603813676,0.907013179,0.748722963,0.89316056,1.122296885,1.088613971,1.159041842,1.098710717,0.87397178,0.994726502,0.1,93,0.41883831,0.30979319,0,1123.1809,0.10462453,0,0.13012189,0.30994,0.06181277,1.04046187,0.11632257,0.0813993,0.49169816,0.14468984,0.04803276,0.31394324,0.3237569,0,0.2521544,0.16183,0.06137543,0.30354979,0.40420959,0,0.35463968,0.2760332,0.11644846,0.65061409,0.92334519,0,0.05097986,0.13973434,0.89232919,0.68588459,0.044897054,0,0.16010194,0.26764215,0.3090854,0.77453512,0.29976821,,0.9872936,0,1.89233288,0.45108811,0.89268042,0
"1, 10-Phenanthroline monohydrate",S5543,322,0,0,0,0,0,1.342070507,0.901376278,0.947893213,3.030134563,2.352759382,1.313289236,1.173014925,0.881744347,0.989389535,0.868931997,0.489669384,0.879219954,0.758344459,0.45567776,0.588207279,1.638558658,0.617590236,1.263537287,1.099572389,0.22054967,0.724786676,1.357977438,1.089402582,1.07041671,0.098,419,0,0.12599599,186.623319,1797.99849,0.54106374,0,0,0,0.01268574,1.32559851,0.0457596,0.06966051,0.0051753,0.00054781,0,0.0142656,0.0118015,0.04101626,1.52490652,0,0.00583516,0.20224118,0.12911359,0,0.02721455,0.02235739,0.01375085,0.08581023,0.52922674,0,0.00106516,0.0001162,0.12841675,0,0.001738177,0,0.00332372,0.01285352,0.10515541,0.07631533,0.03081906,,1.10121976,0,0.47537345,0.85532923,0.9694785,0
Hydroxyzine pamoate,S5649,323,1,0,0,0,1,1.197399167,0.818228542,1.082984883,1.656453345,1.100809419,1.120125815,0.86638806,0.515350655,0.95755814,1.128724558,0.651489735,1.025185161,0.629410643,0.460905585,0.702947264,1.444659478,0.843562554,1.47155239,1.366401955,0.488302837,1.27685823,1.370064464,0.911438007,1.005480302,0.094,77,0,7.20691412,586.497739,9122.14298,0.09546877,0,0.49059431,0.23041,0.65410841,2.55885534,0.81194692,0.2024608,0.63717986,0.1388591,0.20170522,0.8461957,0.824428,0.01008109,0.33178548,0.38078,0.61167939,1.2531551,1.03141422,0.09464229,1.27445919,0.26738244,0.52512942,1.02172179,0,0,0.04389988,0.10236191,0.93527862,0.74117875,0.057748471,0,0.69144688,0.20469345,0.78174379,1.61489844,0.68673492,,0.27891975,0,0.21005663,2.74552133,2.55325903,0
