Name,Cmpd number ,HTP Rank,Viable?,inherent CD86,inherent CD40,inherent MHCII,Keep?,Mods only MFI of BV421 (CD86),Mods only  MFI of AF488 (CD40),Mods only MFI of PE (MHCII),Pam3 MFI of BV421 (CD86),Pam3 MFI of AF488 (CD40),Pam3 MFI of PE (MHCII),Pam2 MFI of BV421 (CD86),Pam2 MFI of AF488 (CD40),Pam2 MFI of PE (MHCII),LPS MFI of BV421 (CD86),LPS MFI of AF488 (CD40),LPS MFI of PE (MHCII),Fla MFI of BV421 (CD86),Fla MFI of AF488 (CD40),Fla MFI of PE (MHCII),R848 MFI of BV421 (CD86),R848 MFI of AF488 (CD40),R848 MFI of PE (MHCII),cGAMP MFI of BV421 (CD86),cGAMP MFI of AF488 (CD40),cGAMP MFI of PE (MHCII),Poly IC MFI of BV421 (CD86),Poly IC MFI of AF488 (CD40),Poly IC MFI of PE (MHCII),Modulator only abs,Modulator only lum,Mods alone IL-1b (pg/mL),Mods alone IL-12 (pg/mL),Mods alone IP-10 (pg/mL),Mods Alone CCl4 (pg/mL),Mods Alone TNF (pg/mL),Mods Alone IFN-B (pg/mL),LPS - IL-1B,LPS - IL-12,LPS - IP-10,LPS-CCl4,LPS-TNF,LPS-IFN-B,PAM3 - IL-1B,PAM3 - IL-12,PAM3 - IP-10,PAM3- CCL4 - FOLD COUNTS,PAM3 - TNF,PAM3 - IFN-B,cGAMP - IL-1B,cGAMP - IL-12,cGAMP - IP-10 - fold counts,cGAMP CCL4 - Fold Counts,cGAMP - TNF,cGAMP - IFN-B,Fla - IL-1B,Fla - IL-12,Fla - IP-10,Fla-CCL4,Fla - TNF,Fla - IFN-B,R848 - IL-1B,R848 - IL-12,R848 - IP-10,R848 CCL4,R848 - TNF,R848 - IFN-B,PAM2 - IL-1B,PAM2 - IL-12,PAM2 - IP-10,PAM2 CCL4,Pam2 TNF,Pam2 - IFN-B,Poly IC - IL-1B,Poly IC - IL-12,Poly IC - IP-10,Poly IC- CCL4,Poly IC - TNF,Poly IC - IFN-B
Udenafil,S6433,324,0,0,0,0,0,0.730265163,0.79835532,0.880669025,0.929054267,0.45607064,1.08626671,0.57241791,0.226670711,0.81627907,0.763095083,0.357207152,0.807216983,0.331980055,0.282731038,0.629970875,0.571191595,0.147114655,0.725650047,0.942700061,0.340825246,1.404544053,1.156728445,0.85740018,0.990176817,0.099,123,0,0.65608182,0,1041.69732,0.46930691,0,0.05475798,0.04055,0.00078703,0.91373433,0.0918264,0.01091951,0.105976,0.12631696,0.01221157,0.32344032,0.06312934,0,0.76773905,0.42322,0.11754469,0.58024203,0.1393636,0.53682077,0.19489774,0.39574281,0.18644952,0.67303424,2.85780785,0.01650124,0.02331793,0.06303737,0.89014293,0.58016444,0.011342889,0,0.23114656,0.09209176,0.1525777,0.72414834,0.0287308,,0.76606481,0,0,0.42812826,1.78511684,0
AP26113-analog (ALK-IN-1),S7000,325,1,0,0,0,1,1.017982322,0.877162926,1.044387263,1.293322383,1.132303164,1.127896757,0.577910448,0.497152293,0.830668605,1.143913553,0.725736719,1.317605391,1.004441296,0.82616769,0.97287198,1.390102295,0.995937084,1.502102463,1.233353696,1.004874435,1.181864912,1.288477035,1.239267487,1.024506256,0.097,114,1.47972183,0,0,4691.9725,1.35691759,0,0.93581885,0,0.00796735,1.14766661,5.01430751,0.22360078,0.59661818,0.000088158,0.00799707,0.82485174,1.31944148,0,4.79814445,0,0.07948754,2.01736532,5.43890973,0,5.3388042,0,0.01750649,1.79965809,0.21169724,0,0.38828763,0.00341743,0.88466031,0.17175903,0.458895459,0,6.63189097,0.0014242,0.05673967,2.24196066,3.11345064,,2.72878104,0,0,1.43884261,0.65203472,0
Abemaciclib,S5716,326,1,0,0,0,1,1.178299299,0.920564217,1.022836925,1.483226988,1.502575423,0.869235395,1.175880597,0.70151316,0.877761628,1.002838172,0.800584894,0.90126168,0.642489305,0.702242537,0.565347206,1.306976316,0.526837163,1.183214623,1.501282834,0.459856286,1.161200781,1.252820306,1.027439207,1.022438217,0.101,69,3.69445294,1.44299214,174.64065,2435.72931,0.28590664,0,0.05194807,0,0.04494893,0.77842192,0.24751128,0.09231625,0.12288114,0.000095641,0.00042526,0.05799457,0.01806512,0,0.77842192,0.11292,0.0393074,0.5295699,0.09583492,0,0.76138786,0.01056908,0.04829707,0.18292436,0.26994391,0,0.00447681,0.00442754,0.32456744,0.01967253,0.013104077,0,0.35610264,0.04897741,0.03170867,0.63223663,0.22578046,,1.78122487,0,0.21393862,0.7649479,0.65801149,0
Oprozomib (ONX 0912),S7049,327,1,0,0,0,1,0.769480849,0.79515733,0.900289482,1.063996462,1.001913171,1.071279893,0.57838806,0.328514137,0.939680233,0.822392918,0.604496704,0.785175257,0.591482521,0.719211541,0.950451523,1.023315823,0.498271996,1.368574616,0.950763592,0.388117638,1.086871595,1.069097502,0.992854998,1.026574294,0.103,164,2.16671342,0.14232,101.49838,946.172942,0,0,0.64044978,0.79951,0.01463051,0.30886212,1.07262118,0.04088054,0.71587151,0.2717623,0.05332937,0.53969903,0.49406367,0,0.30886212,0.61142,0.03389832,0.57855831,0.31709069,0,0.89808099,0.64472367,0.20863251,0.89096455,3.19983364,0,0.22556171,0.73447573,0.89488741,0.70724312,0.422233638,0,0.86401364,0.36559611,0.5405467,1.04687182,0.84731752,,0.04514495,0,0,0.50403164,0.81685272,0
(+)-JQ1,S7110,328,0,0,0,0,0,0.98791019,0.863914111,0.930202638,1.165203108,1.264753495,1.119015681,0.642626866,0.568799919,0.85377907,0.731258951,0.498687236,0.866484735,0.444347565,0.62013998,0.602494825,1.211132615,0.923957719,1.56251609,1.402687844,0.4615453,1.440937596,1.415390814,1.359591714,1.127908179,0.115,70,9.69221752,18.1139049,290.570521,7857.678,0.55371368,0,10.0747131,16.7133,0.19455976,27.0074599,0.73162026,0.10078181,4.50271388,0.58857693,0.00724898,0.28731094,0.07658221,0,27.0074599,2.87024,5.07066094,1.50313451,1.18517614,2.01987175,16.2214883,3.71509388,0.57877528,0.65928544,0.15785839,0,0.09178673,0.02472341,0.46762961,0.04276175,0.00156955,0,22.9119767,2.90021105,1.10085869,0.83525812,0.32953275,,1.66596954,0.97863244,1.20971596,2.65596325,1.52345737,0
Cabergoline,S5842,329,1,0,0,0,1,0.991567612,0.760207869,0.886458668,1.401351949,1.230169242,1.124011286,0.949492537,0.490344758,0.949709302,0.9380723,0.707801213,1.096698316,1.022751424,0.855134981,0.743172202,1.387706202,0.49786739,1.312966618,2.027611484,0.609467368,1.427983962,1.351933924,1.242149505,0.947575225,0.137,223,1.07009864,0.8182113,258.148704,1719.9171,0.47191683,0,0.32149554,0.2746,0.01360175,5.11834233,0.82036527,0.20886536,0.66478367,0.11636917,0.00211449,0.34997524,0.36968981,0,5.11834233,0.70157,1.07679768,1.10626135,1.53888243,1.76553563,2.39400287,0.25426446,0.00624578,0.73628407,0.70044466,0,0.11334114,0.19605584,0.82082984,0.4395893,0.054518076,0,1.3659679,0.26467801,0.00654645,0.97160706,0.99238611,,0.42221686,0.74178502,0.36249997,0.51754244,0.53087767,0
MLN2480,S7121,330,1,0,0,0,1,2.364523011,1.239221061,1.454486973,2.89557142,1.004709345,1.200610574,2.376119403,0.777609274,1.613372093,1.371991494,0.628444112,0.857178228,1.335658429,0.53915155,0.727126188,3.56925629,0.620139252,2.210589548,8.011484423,1.04327728,4.967718721,1.866236906,1.355268688,1.094819564,0.103,525,0,0.45875092,0,4242.11521,0.63954011,0.05576596,0.15706295,0,0,4.40220274,1.35084426,0.7490253,0.47520926,0,0.00469394,0.26935555,0.84693834,0,4.40220274,0,0.28682929,1.12152398,1.19722396,6.30918324,4.79185914,0,0,0.81941777,0.00319224,0,0.16195881,0.00020509,0.51941244,0.00455379,0.256004537,0,1.18391238,0.00702031,0.00701734,0.75653226,0.60507595,,2.25127502,0,0,1.20538449,0.16799145,0
Solcitinib,S5917,331,1,0,0,1,0,1.145382505,2.006281766,1.004824702,0.987428138,1.457395143,1.101253527,0.594626866,0.71607185,0.906540698,2.73851495,1.221618402,1.774603841,0.720525326,1.45342094,1.154873335,1.269929039,0.95491006,1.200720844,1.27806964,3.174812949,1.088722114,1.072119259,1.349504653,1.036500879,0.117,78,1.39997842,1.39720158,40.6284868,2907.49094,1.00337339,0.1740989,1.65462809,0.00815,0,2.7133985,1.2940416,0.31397302,1.9014368,0.01651239,0.00387263,0.25473465,0.40619471,0.02799595,2.7133985,0,0.02611276,0.68006739,0,0,5.87931586,0.06147544,0.08356755,0.63893172,0.59873235,0,0.14675544,0.0012875,0.37836146,0.01237536,0.031208553,0,7.51364101,0.10204263,0.0002302,0.62286031,0.64519595,,1.55586195,0,0.23340381,0.96857166,0.60866051,0
C646,S7152,332,1,0,0,0,1,1.066341563,0.941579579,0.990672242,1.026470402,0.948491538,0.901429298,0.687761194,0.50200519,0.819767442,1.327518118,1.051180992,1.594351505,0.660799433,0.558605913,0.700309563,1.438024145,0.953777163,1.35759032,1.281001833,0.585287799,1.466844865,1.207493956,1.259441609,1.05056354,0.092,117,0,0.67082363,130.605804,1545.81049,1.08481954,0.03186024,0.44187377,0.40401,1.54449907,0.84971265,0.45996127,0.35983455,0.3997198,0.1899423,1.42150181,0.73127281,0.34731475,0.14855557,1.98770225,0.18538,4.57533689,1.24030364,0.29662125,4.72080952,0.50260149,0.2781807,1.15970993,0.76748829,0.39572409,0,1.19358922,1.69846611,0.86408479,0.87142797,2.35212035,0.351225744,0.52468629,0.12116457,3.77081748,0.90582815,0.21761345,,2.57113903,0,0.60673959,0.60769544,0.1198816,0
RKI-1447,S7195,333,1,0,0,1,0,1.077720207,1.006453087,1.175297523,1.198938657,0.8933039,1.145658911,1.437134328,0.944697199,1.439825581,1.231402161,0.993667133,1.456713172,0.757908504,0.948550207,1.059256681,1.023131509,0.240659507,1.503818759,1.430910202,0.517549448,1.795928858,1.380338437,1.531792255,1.229242064,0.105,516,0.9082893,17.7014318,398.353413,5841.52941,1.59929445,0.19235511,4.22284831,3.52498,0.40274573,0.79751319,0.78919654,0.54059485,1.705992,2.14207412,0.25824028,0.66253916,0.48461543,0.04969119,3.12697352,3.51295,2.58952743,1.41636889,0.92816976,13.8653327,1.94817152,1.76390704,0.42534168,0.7592737,0.19791946,17.5844607,0.20305965,0.12899376,0.95769837,0.24323125,0.024287642,0,1.84259563,1.78156781,0.41025352,0.95458203,0.67881892,,2.72075287,0.04831864,1.59091295,1.16050544,1.11757296,0
CGP 57380,S7421,334,1,0,1,1,0,1.257746622,1.341328308,1.224187842,1.295217639,1.406622517,1.043526528,0.87641791,1.014120581,0.893023256,0.921789698,0.798480729,1.025185161,0.620473557,0.903642337,0.664920411,1.199152152,0.794888481,1.425212392,1.355406231,1.275116675,1.233062609,1.401490733,1.366796758,1.061730948,0.141,126,61.4051523,12.4309559,2702.14674,20032.5826,1.84796726,0,26.7271027,1.00297,1.30466322,1.18470263,4.35670072,0.14929772,7.11559988,0.52706568,0.23965785,0.64112491,1.21408113,0,39.8711416,1.6749,6.00473385,4.6384129,15.2584328,250.129711,24.9560813,0.80340291,0.82869524,1.08471299,0.90827461,0,5770.10499,0.13636896,0.88281826,0.52076253,0.239463361,0,81.2452104,1.23425666,0.67509418,1.17187016,1.45775742,,9.96305443,0,7.1577261,7.45939824,2.4251323,0
Bromosporine,S7233,335,1,0,0,0,1,1.211012903,0.905487979,1.185268575,1.246320045,0.843414275,1.308848698,0.77158209,0.344623058,1.120203488,1.348053639,0.907596742,1.661946131,0.443693632,0.44599343,0.983202975,1.284674224,0.549859231,1.655882605,1.509712889,0.444921846,1.815359309,1.388799355,1.172981087,1.217247441,0.1,192,0.40052555,0.77367053,113.964245,1974.77696,1.32200149,0,0.12138133,0.93912,0.30316236,0.69880155,1.25643738,0,0.27775502,0.30560098,0.21269059,0.47799244,0.37002686,0,1.05685154,0.51026,2.48122916,1.24421643,0.46754753,16.2755598,0.37261069,0.41748304,0.53264647,0.7991796,0.93017929,0,0.09449285,0.77198326,0.99083154,0.84166728,0.183348717,0.204886052,0.07093303,0.51823851,0.78062229,0.96727234,0.48771696,,0.24474097,0.1261278,1.15292066,0.66049641,1.29821657,0
Ferrostatin-1 (Fer-1),S7243,336,1,0,0,0,1,1.49344712,1.144195077,1.108716629,1.424853118,1.288153054,0.958046163,1.082029851,0.968961682,0.953633721,1.416100334,0.752389483,1.569860698,0.667011798,0.649878589,0.668876962,1.727582711,0.852140196,1.46228439,1.550397068,0.425275946,1.446797574,1.370064464,1.30267187,0.971564471,0.112,370,0,1.41266197,101.788383,1339.78353,0,0.12104856,0,0.20613,0.31600816,0.95602085,0.23344388,0.14288462,0.1734791,0.01771136,0.14984021,0.3333593,0.41446157,0,0.35640714,0.80673,0.28191558,0.74675624,0.68801015,0,0.23138302,0.55604072,0.71787713,0.78607484,0.03788227,0,0.00126622,0.00396167,0.49910588,0.47550744,0.000782789,0,0.25550046,0.0706619,0.77379831,0.84550919,0.37971475,,1.12244338,0,1.24349986,0.53612052,3.28000273,0
VER-50589,S7459,337,0,0,0,0,0,1.881336991,1.151961624,1.076230299,1.478299324,1.333774834,1.000231278,1.430686567,0.765746638,0.866860465,3.671362236,1.376024074,1.595331137,1.623389008,0.905013569,0.711519792,4.30540964,1.026970346,1.267999657,2.482101405,0.667249426,1.255885679,1.839645447,1.167937556,0.947161617,0.173,8087,0,1.61424931,173.532857,2143.61159,0.44020314,0,0.91781061,0.83409,0.64619489,1.44843048,0.78073802,0.14011928,0.84886982,0.8462712,0.64033691,0.71692669,0.55043207,0,1.65325361,1.42478,2.25456704,1.36135301,1.29925423,0.44539535,1.00144471,0.66340606,0.79656339,0.79838957,1.00598114,0,0.19494339,0.51704647,0.85047302,0.67398979,0.059404246,0,1.06719053,1.26366498,0.69936946,1.26366882,0.88257347,,2.19783287,0.04715693,0.80161783,0.79879137,0.78069464,0
SGC-CBP30,S7256,338,1,0,0,1,0,1.220562837,1.035691851,1.069797362,1.66479247,1.242825607,1.117905546,1.12238806,0.788326088,1.120639535,2.270450896,1.015209781,1.572309779,0.667338765,0.614569347,0.616782371,1.678186342,0.654854426,1.477731056,1.365302382,0.470612638,1.594839108,1.374294923,1.413629541,1.232550925,0.112,239,1.15201766,0.18135616,143.138318,15475.4129,0.91146377,0,21.4267792,7.80202,0.02864212,0.01992441,1.36922055,0.13989577,6.36226127,1.16997304,0.04595238,0.91325455,0.35820554,0,3.80737598,0,5.34195919,3.66308148,0.86645782,514.975959,1.18421235,0.82384509,0.19053946,1.4107368,0.44071918,0,1.77812914,0.1323688,0.82829228,0.4422898,0.071126248,0,203.469556,5.85940999,0.1901626,2.39041411,1.23000632,,0.80506186,0.27782406,0.05265546,8.72597241,0.25768294,0
LB42708,S7467,339,0,0,0,0,0,1.081174439,0.923533779,1.179800579,1.968033356,0.468874172,1.887783894,0.878567164,0.17234523,1.18997093,0.879503537,0.509909453,1.099637213,0.778398409,0.522268247,1.012877109,1.920191687,0.30122899,1.838496525,1.266707392,0.246951626,1.436002879,1.262489927,1.199639748,1.187881295,0.214,161,0,1.51874354,219.625643,2757.01963,0.17903924,0,0.82781913,0.42839,1.40601278,0.98557687,0.63477078,0.18139488,0.6791771,0.40759099,3.45027674,0.86696875,0.99419048,0.28449622,0.50347228,0.70241,0.58737998,0.86689754,0.66406183,0.11177133,0.68336514,0.73095138,2.52634009,0.98543497,0.25247487,0,0.27185653,0.3675878,0.8229432,0.86629703,3.283706863,1.48092314,0.96355087,0.91753053,3.08245181,1.5723218,1.02826909,,1.12757202,0,0.60508483,0.71898734,0.65761045,0
NMS-E973,S7282,340,0,0,0,0,0,1.076094687,1.423105477,1.640720489,0.963926969,0.678881531,1.296637217,0.558567164,0.399824757,1.162936047,0.81570976,0.441073179,1.513531843,0.305713741,0.488673047,0.648214973,0.756243664,0.309159263,1.441688835,0.877458766,0.375672272,1.2981392,0.927679291,1.132632843,0.981904663,0.098,223,0.7812155,0.05705936,795.478302,5431.37794,0.78323695,0,19.0140455,0.47589,0.38604363,1.46157171,2.65504014,0.52601888,1.779004,0.09517809,0.21066119,0.75572153,0.37186418,1.78736003,5.5113127,0.11312,1.93782884,1.45362918,1.42552437,36.5348963,16.0462295,0.43301642,1.21354186,1.12945612,0.15483942,0,0.17887439,0.00648026,0.64487231,0.0956722,0.068051233,0,25.6613383,0.56927817,1.66412633,1.95212263,0.73930228,500,1.3074725,0,3.79287257,3.40077289,0.45020055,0
RG2833 (RGFP109),S7292,341,0,0,0,0,0,1.427613532,1.351379133,1.420070762,1.573820203,2.045916115,1.037420787,0.718089552,0.748020086,0.874273256,0.632226707,0.336466092,0.926732119,2.243099643,1.258363091,1.059256681,1.207446318,1.169432035,1.463314168,1.150519243,0.544306986,1.394674617,1.2044722,1.18018613,1.098128425,0.105,112,4.05585736,0,254.863543,9933.60791,0.71378018,0,2.186279,0,0.00466469,3.33070476,7.98125392,0.48682146,1.15963793,0.00065821,0,0.85323434,1.47347582,0,11.0409169,0,0.19987239,2.67332513,7.75688129,0,8.76031406,0,0,2.25208499,0.01041813,0,0.20448057,0.0022422,0.87313288,0.04440967,0.224334028,0,9.25608694,0.00571043,0.07562918,2.11088215,5.26989763,,2.65483517,0,1.81170131,4.11722566,0.80275533,0
Y-320,S7516,342,1,0,0,0,1,1.105354059,0.909142825,1.184303635,1.206140628,1.113318617,1.103473796,0.905074627,0.785090823,0.996802326,1.01887775,1.127431944,1.512552211,1.297730307,0.759748607,1.801989266,1.185512856,0.603267192,1.099802626,1.140623091,0.61551226,1.226585792,1.276390008,1.188832183,1.238755041,0.11,185,2.77098947,10.7374843,494.573323,9606.88251,0.82566228,0,7.56132887,0.23886,0.34184007,2.64406503,2.73305109,0.28118583,2.60999367,0.00535034,0.05713215,0.62416769,0.35034195,0,3.5337874,0.34239,1.07255576,1.69837198,0.82590469,0.48232819,6.03595393,0.1347997,0.1128674,1.01559746,1.17816174,0,0.20558777,0.0009743,0.79174588,0.12791324,0.010324317,0,9.71462707,0.09750832,0.59752001,1.8612615,1.22137249,,2.96772578,2.96037518,0.25854478,6.07907376,0.08839413,0
FR 180204,S7524,343,0,0,0,0,0,1.145179315,1.388612872,1.216789965,7.767136269,2.058278146,1.70128128,0.680119403,0.487581303,1.141569767,1.214998047,0.824331905,1.619332128,0.588866788,0.262505356,1.2586229,1.267164317,0.518947351,1.576932979,1.294563225,0.704141047,1.683664028,1.140410959,1.041849295,0.927308448,0.118,389,0,0.00234879,268.22884,965.425494,0,0,0,0,0.03770121,0.95616844,0.10669094,0.16149346,0.01154166,0.00167777,0.00990945,0.26074662,0.12019072,0,0,0,0.04479352,0.24981276,0.05800488,0,0,0.11252029,0.10957045,0.47395933,0.88412623,0,0.00629416,0.01424587,0.54506388,0.41964627,0.097448423,0,0.00523853,0.01829374,0.08449433,0.65714256,0.06419526,,1.59632913,0,0.4542478,0.4460068,1.8453377,0
GSK2606414,S7307,344,1,0,0,0,1,1.307528193,1.148992062,1.15632036,1.085223324,0.902133922,1.035200518,0.731940299,0.76129815,0.989825581,0.896272187,0.723432157,1.389608362,1.174245933,1.136837595,1.008041324,1.473596904,0.951106765,1.66755342,1.3473427,0.994029187,1.182790172,1.196011281,1.155688982,1.033192017,0.101,158,0,0.90226106,150.709143,1348.79814,0.1094164,0,0.21702634,0.49162,0.33595183,2.9413484,1.05171234,0.14176315,0.16261025,0.12726341,0.09570904,0.20349863,0.25428914,0,0.74281338,0.53657,2.35819746,0.52275241,0.15829575,0.21149913,0.36012509,0.2623621,0.40073753,0.39756805,0.50125054,0,0.07437165,0.29127962,0.83039271,0.56727311,746.9888271,0,0.30850872,2.35555058,1.08759322,0.69662341,1.23865472,,0.79000155,0,0.82358781,0.5452196,0.27090649,0
UMI-77,S7531,345,1,0,0,1,0,1.175454638,1.040945691,1.043743969,1.284983259,0.82133922,1.147324113,1.82758209,0.833754592,1.391424419,1.140511218,1.008997482,1.313197046,0.529794828,0.403142408,0.713717876,0.931158419,0.399467269,1.010211963,1.287232743,0.469012519,1.479181659,1.316277196,1.018793155,1.134112294,0.113,164,0,0.78521682,10.3281873,1249.40118,0.70336466,0,0.11148353,0.06989,0.08171668,1.47748997,1.32535021,0.04121678,0.24196525,0.06071189,0.02883064,0.37143321,0.64742471,0,0.70488554,0,0.1500385,0.68461332,0.45274445,0,0.86753619,0.12114716,0.04848998,0.73661421,1.28331359,0,0.02600631,0.04872137,0.67409811,0.37835555,0.207827445,0,0.15374296,0.11907961,0.7010777,0.83049367,0.56138788,,0.67795421,0,0.12823009,0.49128602,0.59274909,0
UNC2881,S7325,346,1,0,0,0,1,1.669409733,1.445719833,1.373753619,1.679575463,0.978513613,1.182293353,1.131462687,0.552084386,1.158139535,1.54757627,0.688563128,1.226009775,1.755374513,0.760177118,1.337534116,1.501244125,0.343995819,1.103235218,1.331948687,0.477013112,1.430759741,1.551974214,1.428039628,1.254885741,0.103,215,43.7736836,0,247.865609,2687.1587,4.65956016,0,0.1022906,0,0,5.47744201,0.07476748,0.01235702,0.06629374,0,0.00211235,0.01183447,0.01266856,0,5.47744201,0,0.00902836,0.22249909,1.11426491,0,0.64391694,0,0.04241865,0.06850454,0.52518635,0,0.00925832,0.000039337,0.10807128,0.0020888,0.002674439,0,1.17600964,0,0,0.06683623,0.06722138,,12.1993341,0,0,1.20971365,2.27832469,0
CL-387785 (EKI-785),S7557,347,1,0,0,0,1,1.051508686,1.006909942,1.082663236,0.911238865,0.686534216,0.95249549,0.981014925,0.832945776,0.850726744,2.506670138,0.861405299,1.396955604,1.371188796,0.942036852,1.377539245,1.259976039,1.067471383,1.551531794,1.084544899,0.863086155,1.27593297,1.011079774,0.876853798,0.991831248,0.113,196,0,0.22856205,0,5497.40827,0,0,0.48095708,0,0,5.65398097,0.41552738,0,1.00166334,0.03801169,0.00760098,0.27171481,0.27185494,0,5.65398097,0.01701,1.84612284,1.60205996,1.35257699,33.0940998,3.83730303,0.07403429,0.00289347,0.69188693,0.0178014,0,0.00875696,0.00549125,0.41872381,0.03832362,0.014692727,0,5.39013237,0.40081872,0.15825365,0.83734948,0.47027882,,0.51995714,0,0.48146011,1.74227496,0.49122976,0
HS-173,S7356,348,1,0,0,0,1,1.027532256,0.998914968,1.183017047,1.032156169,0.640765269,1.237800083,0.828656716,0.67536144,1.081395349,1.214633511,0.866114621,1.278909917,0.8068445,0.92978146,1.194438847,0.906275919,0.485041388,1.103235218,1.048625535,0.484835914,1.286419245,1.14101531,1.083638547,1.075380002,0.104,215,0,0.0109563,64.4814568,1447.35971,0.47947,0,0.12459236,0.09167,0.00960723,1.18087443,0.23835048,0,0.4782967,0.05316898,0.01132328,0.18425204,0.14455686,0,1.18087443,0.23122,0.20004107,0.36561224,0,0.17864063,0.79149967,0.13883666,0.11072569,0.42673857,0.59342688,0,0.02304979,0.00834785,0.37113257,0.07535847,0.02209349,0,0.58917135,0.08910598,0.09389703,0.48967947,0.19078872,,1.11095357,0,0.07158665,0.65122065,0.79438566,0
"Spebrutinib (CC-292, AVL-292)",S7173,349,1,0,0,0,1,1.03647262,1.006453087,0.96847861,0.968475583,1.108462104,0.805957722,0.709253731,0.592120783,0.705959302,1.044881309,1.055890315,1.329360978,0.971526661,0.905356378,0.987599143,1.230669984,0.831222078,1.209302326,1.467929139,0.884154382,1.506322607,0.9772361,0.855959171,0.918209079,0.11,351,5.08836575,0.69146413,29.1762118,1600.36323,0.18878783,0,0.02276216,0.65322,0.02728982,0.29469995,0.78146465,0.28016868,0.20215374,0.47525586,0.00030871,0.55412117,1.07405705,0,0.29469995,0.77733,0.12082263,1.13282289,0.85003181,0,0.17835733,0.65426299,0.16885733,0.84753197,2.27883272,0,0.01801912,0.29512401,0.87706156,0.57205699,6.942803896,2.470045114,0.16566633,0.42399359,0.30138034,0.98892829,1.57948494,,0.60614607,0,0.62069645,0.66924969,0.18603165,0
MG-101 (ALLN),S7386,350,1,0,0,0,1,1.055572488,0.972874193,1.124155677,0.904415945,0.596173657,1.092927517,0.99080597,0.780642335,1.527034884,1.220709109,1.098875411,1.400874133,0.905043459,0.992343951,1.279065082,0.955303659,0.60945766,1.051746331,1.045326817,0.475235203,1.193276447,1.241337631,1.33077154,1.111363871,0.109,187,3.06308221,42.8032999,94.3149437,2655.51726,0.85122252,0.02096861,0.02886361,0.05858,0.01161534,0,1.9219921,0.29133986,0.08752962,0.01077429,0.00212149,0.24366146,0.35014866,0.8461028,0,5.45397,0.13492366,0.90754315,1.34689589,0,0.52205877,1.1314114,0.01084403,0.60379129,1.02915754,0,0.01390187,0.04570955,0.50863046,0.0605453,0.213128741,3.771319681,0.31373498,0.41450533,0,0.68924643,1.40195593,,0.7473082,2.12575233,0.33715462,0.80161317,1.30842349,0
FLI-06,S7399,351,0,0,0,0,0,1.08544143,0.741933642,1.255387584,1.93164445,0.271376012,1.409870947,1.165373134,0.674215617,1.685755814,1.010128889,0.666719886,1.236295914,0.122394485,0.097186116,0.067700987,1.419776979,0.297627999,1.753024972,1.416249236,0.230683754,1.161817621,1.324738114,1.037526268,1.105159756,0.132,43,0,0.0610345,97.8785726,790.160903,0.97371748,0.01326507,0.21250623,0.04935,0.25148148,1.97103862,0.0986596,0,0,0.00020323,0.00723008,0.1916153,0.00690927,0.01068744,1.97103862,0,0.01816905,0.32145393,0.4148165,0,0,0,0.02785191,0.1603298,1.57123957,0,0.35040519,0.10377774,0.84952723,0.4830155,0.122343147,0,0.18713879,0.04693144,0.30215422,0.6279693,0.00675404,,0.55790413,0,0.78140823,0.53192806,0.92666267,0
GSK650394,S7209,352,1,0,0,0,1,1.170374886,0.974930044,1.030878096,0.969612736,0.659455482,1.089597114,1.754029851,1.125332794,1.145494186,0.926771688,0.564216964,1.024695345,0.946677202,1.096471933,0.831535179,1.044512027,0.380693562,0.987556852,1.409651802,0.425187051,1.112470443,1.200241741,1.044010808,1.053458794,0.117,132,5.33793873,1.62747656,148.487244,1239.77046,0.70502992,0.2085942,0.12991423,0.27285,0.2008024,0.78696847,0.35837161,0.11495321,0.87067578,0.65998195,0.46010018,0.50997171,0.57325716,0.07318268,2.18168781,1.15028,3.8932113,1.04682807,0.90296786,5.06667332,1.73527635,0.87592969,0.99603505,0.75510468,0.27595772,0,1.02767765,0.51453921,0.85148527,0.85660614,0.135597978,0.17388805,1.21862436,0.52535303,0.89807554,0.80631083,0.47523721,,2.37022853,0,0.65402604,0.45224771,0.56238459,0
